"t","Ph","Te","Isol"
2013-02-08 03:35:00,98,-0.468333333333333,-0.9427971576
2013-02-08 04:05:00,98,-0.300166666666667,-0.306944444433333
2013-02-08 04:35:00,96,-0.00583333333333333,-0.229877260983333
2013-02-08 05:05:00,98,0.130166666666667,-0.110723514216667
2013-02-08 05:35:00,98,0.119833333333333,-0.0774224806333333
2013-02-08 06:05:00,98,0.1055,-0.05058139535
2013-02-08 06:35:00,98,0.131166666666667,0.000322997433333333
2013-02-08 07:05:00,98,0.099,0.696673126616667
2013-02-08 07:35:00,96,0.0813333333333333,7.37222222223333
2013-02-08 08:05:00,96,0.0946666666666667,17.4706395348833
2013-02-08 08:35:00,96,0.1445,25.8033591731333
2013-02-08 09:05:00,92,0.366,56.55478036175
2013-02-08 09:35:00,90,0.508333333333333,63.1012919896667
2013-02-08 10:05:00,88,0.606833333333333,68.6724483204167
2013-02-08 10:35:00,84,1.1735,177.389502584
2013-02-08 11:05:00,56,1.8765,488.234108527133
2013-02-08 11:35:00,52,1.727,230.088178294567
2013-02-08 12:05:00,76,1.40483333333333,63.39050387595
2013-02-08 12:35:00,78,1.719,277.582945736433
2013-02-08 13:05:00,42,2.2535,375.46036821705
2013-02-08 13:35:00,10,3.25916666666667,751.78985788115
2013-02-08 14:05:00,30,2.94616666666667,371.692538759683
2013-02-08 14:35:00,62.4,2.438,134.6277131783
